make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,lnprice
mitsubishi,gas,std,two,hatchback,fwd,front,-0.858306679229227,-1.37035210191528,-0.703128058975297,-1.23464235946564,-1.06774677963818,ohc,cuatro-o-menos,-0.86860066801755,2bbl,-1.33875773306463,-0.0882552679257136,-0.187898819724054,-0.936480139193469,0.78515087265613,0.895520622962542,1.06447749893727,8.80522520263231
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.976030189015439,-1.37035210191528,-0.989096284218932,-1.23464235946564,-0.790920167089032,ohc,cuatro-o-menos,-0.712766639415141,spdi,-1.1166491239872,0.427647465862386,-0.639725481668964,-0.0138478765915092,0.78515087265613,-0.193214386870164,-0.107202698474534,8.94754601503218
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.421047928594728,-0.0905500499686501,-0.226514350235914,-1.81061086656089,-0.349175572595714,ohc,cuatro-o-menos,-0.401098582210323,spdi,-0.598395702806539,0.65335491189468,-0.664826962888125,0.366059525656357,0.78515087265613,-0.348747959703408,-0.107202698474534,9.20623194393164
mitsubishi,gas,std,two,hatchback,fwd,front,-0.421047928594728,-0.0905500499686501,-0.226514350235914,-1.81061086656089,-0.4316345635678,ohc,cuatro-o-menos,-0.0894305250055059,2bbl,0.0679301244257427,0.65335491189468,-0.413812150696509,-0.393755278839375,-0.265326846621726,-0.03768081403692,0.185717350878417,9.04770378849863
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.488318505615419,-0.0742468391158278,0.202437987629528,-1.4814860053636,0.55983663740609,ohc,cuatro-o-menos,0.793628970408144,spdi,0.919346459222546,1.94311174636493,-0.790334368983933,1.15301057316979,-0.265326846621726,-0.970882251036382,-0.985962846533387,9.44375103564617
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.488318505615419,-0.0742468391158278,0.202437987629528,-1.4814860053636,0.732607856585699,ohc,cuatro-o-menos,0.793628970408144,spdi,0.956364560735449,1.94311174636493,-0.790334368983933,1.15301057316979,-0.265326846621726,-0.970882251036382,-0.985962846533387,9.60703378769722
mitsubishi,gas,turbo,two,hatchback,fwd,front,-0.488318505615419,-0.0742468391158278,0.202437987629528,-1.4814860053636,0.742424403129995,ohc,cuatro-o-menos,0.793628970408144,spdi,0.956364560735449,1.94311174636493,-0.790334368983933,1.15301057316979,-0.265326846621726,-0.970882251036382,-0.985962846533387,9.58114501982072
mitsubishi,gas,std,four,sedan,fwd,front,-0.421047928594728,-0.13945968252712,-0.226514350235914,-0.905517498268343,-0.35899211914001,ohc,cuatro-o-menos,-0.0894305250055059,2bbl,0.0679301244257427,0.65335491189468,-0.413812150696509,-0.393755278839375,-0.265326846621726,-0.03768081403692,0.185717350878417,8.85209276347713
mitsubishi,gas,std,four,sedan,fwd,front,-0.421047928594728,-0.13945968252712,-0.226514350235914,-0.905517498268343,-0.280459746785643,ohc,cuatro-o-menos,-0.0894305250055059,2bbl,0.0679301244257427,0.65335491189468,-0.413812150696509,-0.393755278839375,-0.265326846621726,-0.03768081403692,0.185717350878417,9.01054706927019
mitsubishi,gas,turbo,four,sedan,fwd,front,-0.421047928594728,-0.13945968252712,-0.226514350235914,-0.905517498268343,-0.284386365403361,ohc,cuatro-o-menos,-0.401098582210323,spdi,-0.598395702806539,0.65335491189468,-0.664826962888125,0.366059525656357,0.78515087265613,-0.348747959703408,-0.107202698474534,9.13550906135318
mitsubishi,gas,std,four,sedan,fwd,front,-0.421047928594728,-0.13945968252712,-0.226514350235914,-0.905517498268343,-0.284386365403361,ohc,cuatro-o-menos,-0.401098582210323,spdi,-0.598395702806539,0.65335491189468,-0.664826962888125,0.366059525656357,0.78515087265613,-0.348747959703408,-0.107202698474534,9.13550906135318
nissan,gas,std,two,sedan,fwd,front,-0.723765525187843,-0.718223667802345,-0.989096284218932,0.287560123571834,-1.29352735015698,ohc,cuatro-o-menos,-0.738738977515542,2bbl,-0.672431905832348,0.105208257244824,-0.187898819724054,-0.909343896175764,0.154864241089417,0.895520622962542,0.918017474260795,8.61232153650781
nissan,diesel,std,two,sedan,fwd,front,-0.723765525187843,-0.718223667802345,-0.989096284218932,0.287560123571834,-1.04222375862301,ohc,cuatro-o-menos,-0.582904948913134,idi,-1.26472153003882,0.685598832756437,2.94978633267115,-1.28925129842363,-0.685517934332868,3.07299064262795,2.82199779505498,8.86770920803939
nissan,gas,std,two,sedan,fwd,front,-0.723765525187843,-0.718223667802345,-0.989096284218932,0.287560123571834,-1.23659138020007,ohc,cuatro-o-menos,-0.738738977515542,2bbl,-0.672431905832348,0.105208257244824,-0.187898819724054,-0.909343896175764,0.154864241089417,0.895520622962542,0.918017474260795,8.80222174640246
nissan,gas,std,four,sedan,fwd,front,-0.723765525187843,-0.718223667802345,-0.989096284218932,0.287560123571834,-1.19732519402288,ohc,cuatro-o-menos,-0.738738977515542,2bbl,-0.672431905832348,0.105208257244824,-0.187898819724054,-0.909343896175764,0.154864241089417,0.895520622962542,0.918017474260795,8.83185793519791
